Generation,Density 0,1,Density 0,3,Density 0,5,Density 0,7,Density 0,9
163,109,NA,70,NA,NA
164,97,NA,71,NA,NA
165,107,NA,76,NA,NA
166,77,NA,82,NA,NA
167,85,NA,75,NA,NA
168,79,NA,72,NA,NA
169,85,NA,66,NA,NA
170,74,NA,76,NA,NA
171,90,NA,81,NA,NA
172,71,NA,87,NA,NA
173,84,NA,81,NA,NA
174,81,NA,90,NA,NA
175,81,NA,89,NA,NA
176,79,NA,92,NA,NA
177,65,NA,83,NA,NA
178,68,NA,84,NA,NA
179,77,NA,84,NA,NA
180,64,NA,95,NA,NA
181,64,NA,101,NA,NA
182,61,NA,82,NA,NA
183,56,NA,102,NA,NA
184,62,NA,86,NA,NA
185,53,NA,98,NA,NA
186,60,NA,83,NA,NA
187,55,NA,81,NA,NA
188,55,NA,74,NA,NA
189,53,NA,63,NA,NA
190,59,NA,62,NA,NA
191,55,NA,72,NA,NA
192,58,NA,57,NA,NA
193,57,NA,66,NA,NA
194,61,NA,58,NA,NA
195,55,NA,68,NA,NA
196,59,NA,68,NA,NA
197,62,NA,74,NA,NA
198,69,NA,64,NA,NA
199,61,NA,75,NA,NA
200,67,NA,70,NA,NA
201,63,NA,66,NA,NA
202,59,NA,76,NA,NA
203,51,NA,68,NA,NA
204,54,NA,70,NA,NA
205,51,NA,69,NA,NA
206,55,NA,89,NA,NA
207,52,NA,73,NA,NA
208,54,NA,91,NA,NA
209,49,NA,62,NA,NA
210,50,NA,55,NA,NA
211,46,NA,56,NA,NA
212,46,NA,64,NA,NA
213,46,NA,62,NA,NA
214,52,NA,82,NA,NA
215,53,NA,76,NA,NA
216,44,NA,88,NA,NA
217,45,NA,88,NA,NA
218,42,NA,66,NA,NA
219,47,NA,60,NA,NA
220,45,NA,62,NA,NA
221,31,NA,60,NA,NA
222,27,NA,62,NA,NA
223,29,NA,70,NA,NA
224,29,NA,66,NA,NA
225,29,NA,80,NA,NA
226,29,NA,76,NA,NA
227,29,NA,80,NA,NA
228,29,NA,82,NA,NA
229,29,NA,100,NA,NA
230,29,NA,74,NA,NA
231,29,NA,84,NA,NA
232,29,NA,78,NA,NA
233,29,NA,86,NA,NA
234,29,NA,64,NA,NA
235,29,NA,64,NA,NA
236,29,NA,64,NA,NA
237,29,NA,54,NA,NA
238,29,NA,56,NA,NA
239,29,NA,60,NA,NA
240,29,NA,62,NA,NA
241,29,NA,50,NA,NA
242,29,NA,52,NA,NA
243,29,NA,50,NA,NA
244,29,NA,56,NA,NA
245,29,NA,62,NA,NA
246,29,NA,60,NA,NA
247,NA,NA,58,NA,NA
248,NA,NA,48,NA,NA
249,NA,NA,44,NA,NA
250,NA,NA,40,NA,NA
251,NA,NA,36,NA,NA
252,NA,NA,34,NA,NA
253,NA,NA,30,NA,NA
254,NA,NA,30,NA,NA
255,NA,NA,30,NA,NA
256,NA,NA,30,NA,NA
257,NA,NA,30,NA,NA
258,NA,NA,30,NA,NA
259,NA,NA,30,NA,NA
260,NA,NA,30,NA,NA
261,NA,NA,30,NA,NA
262,NA,NA,30,NA,NA
263,NA,NA,30,NA,NA
264,NA,NA,30,NA,NA
265,NA,NA,30,NA,NA
266,NA,NA,30,NA,NA
267,NA,NA,30,NA,NA
268,NA,NA,30,NA,NA
269,NA,NA,30,NA,NA
270,NA,NA,30,NA,NA
271,NA,NA,30,NA,NA
272,NA,NA,30,NA,NA
273,NA,NA,30,NA,NA
274,NA,NA,30,NA,NA
275,NA,NA,30,NA,NA
276,NA,NA,30,NA,NA
