Generation,Density 0,1,Density 0,3,Density 0,5,Density 0,6,Density 0,7
381,NA,89,45,113,NA
382,NA,84,42,110,NA
383,NA,71,41,98,NA
384,NA,72,46,102,NA
385,NA,78,48,107,NA
386,NA,77,50,101,NA
387,NA,69,54,92,NA
388,NA,59,49,106,NA
389,NA,58,51,81,NA
390,NA,63,51,73,NA
391,NA,65,56,79,NA
392,NA,69,52,66,NA
393,NA,56,43,68,NA
394,NA,59,39,71,NA
395,NA,59,37,84,NA
396,NA,67,34,90,NA
397,NA,59,37,86,NA
398,NA,62,35,87,NA
399,NA,63,35,98,NA
400,NA,54,34,104,NA
401,NA,56,33,109,NA
402,NA,49,34,102,NA
403,NA,52,33,99,NA
404,NA,52,31,103,NA
405,NA,49,30,104,NA
406,NA,48,28,92,NA
407,NA,53,28,88,NA
408,NA,46,28,81,NA
409,NA,48,28,82,NA
410,NA,45,28,82,NA
411,NA,40,28,89,NA
412,NA,41,28,86,NA
413,NA,39,28,77,NA
414,NA,39,28,93,NA
415,NA,39,28,75,NA
416,NA,38,28,82,NA
417,NA,36,28,81,NA
418,NA,36,28,69,NA
419,NA,32,28,68,NA
420,NA,29,28,70,NA
421,NA,27,28,74,NA
422,NA,27,28,82,NA
423,NA,27,28,78,NA
424,NA,27,28,88,NA
425,NA,27,28,79,NA
426,NA,27,28,87,NA
427,NA,27,28,91,NA
428,NA,27,28,86,NA
429,NA,27,28,84,NA
430,NA,27,NA,92,NA
431,NA,27,NA,98,NA
432,NA,27,NA,80,NA
433,NA,27,NA,101,NA
434,NA,27,NA,96,NA
435,NA,27,NA,99,NA
436,NA,27,NA,91,NA
437,NA,27,NA,93,NA
438,NA,27,NA,79,NA
439,NA,27,NA,73,NA
440,NA,27,NA,83,NA
441,NA,27,NA,76,NA
442,NA,27,NA,81,NA
443,NA,27,NA,78,NA
444,NA,27,NA,79,NA
445,NA,NA,NA,87,NA
446,NA,NA,NA,83,NA
447,NA,NA,NA,88,NA
448,NA,NA,NA,92,NA
449,NA,NA,NA,91,NA
450,NA,NA,NA,76,NA
451,NA,NA,NA,71,NA
452,NA,NA,NA,82,NA
453,NA,NA,NA,73,NA
454,NA,NA,NA,78,NA
455,NA,NA,NA,79,NA
456,NA,NA,NA,67,NA
457,NA,NA,NA,66,NA
458,NA,NA,NA,66,NA
459,NA,NA,NA,65,NA
460,NA,NA,NA,61,NA
461,NA,NA,NA,66,NA
462,NA,NA,NA,62,NA
463,NA,NA,NA,65,NA
464,NA,NA,NA,50,NA
465,NA,NA,NA,50,NA
466,NA,NA,NA,48,NA
467,NA,NA,NA,34,NA
468,NA,NA,NA,28,NA
469,NA,NA,NA,24,NA
470,NA,NA,NA,24,NA
471,NA,NA,NA,24,NA
472,NA,NA,NA,24,NA
473,NA,NA,NA,24,NA
474,NA,NA,NA,24,NA
475,NA,NA,NA,24,NA
476,NA,NA,NA,24,NA
477,NA,NA,NA,24,NA
478,NA,NA,NA,24,NA
479,NA,NA,NA,24,NA
480,NA,NA,NA,24,NA
481,NA,NA,NA,24,NA
482,NA,NA,NA,24,NA
483,NA,NA,NA,24,NA
484,NA,NA,NA,24,NA
485,NA,NA,NA,24,NA
486,NA,NA,NA,24,NA
487,NA,NA,NA,24,NA
488,NA,NA,NA,24,NA
489,NA,NA,NA,24,NA
490,NA,NA,NA,24,NA
491,NA,NA,NA,24,NA
492,NA,NA,NA,24,NA
